Competition,District Name,District IRN,Building Name,Building IRN,Building Adress,Year,Preformance Index,School Type,White,Asian,Black,Hispanic,AYP Met?
,Horizon Science Academy-Cincinnati,000804,Horizon Science Academy-Cincinnati,000804,"1055 Laidlaw Ave Cincinnati, OH   45237-5005",2009,78.7,K-12,,,,,Met
,Horizon Science Academy-Dayton,000808,Horizon Science Academy-Dayton,000808,"545 Odlin Ave Dayton, OH   45405-2743",2009,81.8,K-12,,,,,Met
,Anthony Wayne Local,048207,Anthony Wayne High School,000810,"5967 Finzel Rd Whitehouse, OH   43571-9661",2009,108.4,9-12,,,,,
,Life Skills Center of Dayton,000813,Life Skills Center of Dayton,000813,"1721 N Main St Dayton, OH   45405-4143",2009,55.0,9-12,,,,,
,Horizon Science Academy-Springfield,000825,Horizon Science Academy-Springfield,000825,"630 S Reynolds Rd Toledo, OH   43615-6314",2009,80.8,5-8,,,,,Met
,Cleveland Municipal,043786,Anton Grdina,000828,"3050 E 77th St Cleveland, OH   44104-4139",2009,64.4,"P,K-8",,,,,Not Met
,Zanesville City,045179,National Road,000831,"3505 East Pike Zanesville, OH   43701-6617",2009,79.2,K-5,,,,,Met
,Antwerp Local,048991,Antwerp Local Elementary School,000836,"303 S. Harrmann Rd Antwerp, OH   45813",2009,102.0,K-5,,,,,Met
,Horizon Science Academy-Denison Middle School,000838,Horizon Science Academy-Denison Middle School,000838,"1700 Denison Ave Cleveland, OH   44109-2925",2009,76.4,K-12,,,,,Met
,Lorain City,044263,General Johnnie Wilson Middle School,000840,"2700 Washington Ave Lorain, OH   44052-4648",2009,75.7,6-8,,,,,Met
,Lorain City,044263,Longfellow Middle School,000841,"305 Louisiana Ave Lorain, OH   44052-2256",2009,72.9,6-8,,,,,Met
,Bennett Venture Academy,000843,Bennett Venture Academy,000843,"5130 Bennett Road Toledo, OH   43612",2009,83.4,K-8,,,,,Met
,Antwerp Local,048991,Antwerp Local High School,000844,"303 S. Harrmann Rd Antwerp, OH   45813",2009,103.5,7-12,,,,,
,Southeast Local,050583,Apple Creek Elementary School,000851,"173 W Main St Apple Creek, OH   44606-9532",2009,97.5,"K-6,P",,,,,Met
,Stambaugh Charter Academy,000855,Stambaugh Charter Academy,000855,"2420 Donald Ave Youngstown, OH   44509-1306",2009,72.7,K-6,,,,,Met
,Horizon Science Academy-Cleveland Middle School,000858,Horizon Science Academy-Cleveland Middle School,000858,"6100 S Marginal Rd Cleveland, OH   44103-1043",2009,88.10000000000001,K-8,,,,,Met
,Canton City,043711,Canton Arts Academy @ Summit,000859,"1100 10th St NW Canton, OH   44703-3311",2009,89.9,K-8,,,,,Met
,Grand Valley Local,045864,Grand Valley Elementary School,000870,"111 Grand Valley Ave West Orwell, OH   44076-9420",2009,102.10000000000001,K-4,,,,,Met
,Westside Academy,000875,Westside Academy,000875,"4330 Clime Rd North Columbus, OH   43228-3439",2009,73.60000000000001,K-8,,,,,Met
,Brunswick City,043661,Applewood Elementary School,000877,"3891 Applewood Dr Brunswick, OH   44212-4049",2009,101.7,K-5,,,,,Met
,Reynoldsburg City,047001,Slate Ridge Elementary School,000878,"10466 Taylor Rd SW Reynoldsburg, OH   43068-3249",2009,103.7,K-4,,,,,Met
,Reynoldsburg City,047001,Waggoner Road Middle School,000879,"340 Waggoner Rd Reynoldsburg, OH   43068-9707",2009,100.4,5-6,,,,,Met
,Jonathan Alder Local,048264,Canaan Middle School,000883,"7055 US Highway 42 S Plain, OH   43064-8853",2009,100.10000000000001,5-6,,,,,Met
,Dayton City,043844,Charity Adams Earley Academy for Girls,000884,"450 Shoup Mill Rd Dayton, OH   45415-3518",2009,88.4,K-4,,,,,Met
,Arcadia Local,047415,Arcadia Elementary School,000885,"19033 State Route 12 Arcadia, OH   44804-9714",2009,101.4,K-6,,,,,Met
,Olentangy Local,046763,Glen Oak Elementary School,000892,"7300 Blue Holly Dr Lewis Center, OH   43035-7145",2009,101.7,"K-5,P",,,,,Met
,Arcadia Local,047415,Arcadia High School,000893,"19033 State Route 12 Arcadia, OH   44804-9714",2009,105.9,9-12,,,,,
,Arcanum-Butler Local,046631,Arcanum Elementary School,000901,"310 N Main St Arcanum, OH   45304-1226",2009,97.8,K-5,,,,,Met
,Cardington-Lincoln Local,048793,Cardington Intermediate School,000902,"3700 County Road 168 Cardington, OH   43315-9397",2009,90.10000000000001,4-6,,,,,Met
,Interactive Media & Construction (IMAC),000905,Interactive Media & Construction (IMAC),000905,"445 Bowman St Mansfield, OH   44903-1201",2009,69.3,9-12,,,,,
,V L T Academy,000909,V L T Academy,000909,"1100 Sycamore St Cincinnati, OH   45202-1321",2009,61.800000000000004,K-12,,,,,Met
,Academic Acceleration Academy,000912,Academic Acceleration Academy,000912,"1990 Jefferson Ave Columbus, OH   43211-2175",2009,58.5,10-12,,,,,
,NIA University Community School,000915,NIA University Community School,000915,"3556 Reading Rd Cincinnati, OH   45229-2624",2009,54.6,K-12,,,,,
,Arcanum-Butler Local,046631,Arcanum High School,000919,"310 N Main St Arcanum, OH   45304-1338",2009,106.5,9-12,,,,,
,Nu Bethel Center of Excellence,000922,Nu Bethel Center of Excellence,000922,"3560 W Siebenthaler Ave Dayton, OH   45406-1534",2009,41.4,K-8,,,,,Met
,Archbold-Area Local,047043,Archbold Elementary School,000927,"500 Lafayette St Archbold, OH   43502-1669",2009,104.8,K-4,,,,,Met
,Cleveland Entrepreneurship Preparatory School,000930,Cleveland Entrepreneurship Preparatory School,000930,"1417 E 36th St Fl 2 Cleveland, OH   44114-4116",2009,98.10000000000001,6-8,,,,,Met
,Archbold-Area Local,047043,Archbold High School,000935,"600 Lafayette St Archbold, OH   43502-1656",2009,105.3,9-12,,,,,
,Promise Academy,000936,Promise Academy,000936,"1701 E 13th St Cleveland, OH   44114-3227",2009,42.2,9-12,,,,,
,Premier Academy of Ohio,000938,Premier Academy of Ohio,000938,"1555 Elaine Rd Columbus, OH   43227-2347",2009,62.2,7-12,,,,,
,Newark City,044453,Par Excellence Academy,000941,"96 Maholm St Newark, OH   43055-3906",2009,77.9,K-6,,,,,Met
,Lakewood City Academy,000942,Lakewood City Academy,000942,"1470 Warren Rd Lakewood, OH   44107-3918",2009,85.9,K-12,,,,,Met
,Cleveland Lighthouse Community School,000946,Cleveland Lighthouse Community School,000946,"1701 E 12th St Cleveland, OH   44114-3236",2009,64.1,K-12,,,,,Met
,Villaview Lighthouse Community School,000949,Villaview Lighthouse Community School,000949,"1701 E 12th St Cleveland, OH   44114-3236",2009,61.7,K-12,,,,,Met
,Toledo Preparatory and Fitness Academy,000951,Toledo Preparatory and Fitness Academy,000951,"20 Arco Dr Toledo, OH   43607-2901",2009,85.4,K-8,,,,,Met
,Columbus Preparatory and Fitness Academy,000952,Columbus Preparatory and Fitness Academy,000952,"1258 Demorest Rd Columbus, OH   43204-7003",2009,82.10000000000001,K-8,,,,,Met
,Cincinnati Preparatory and Fitness Academy,000953,Cincinnati Preparatory and Fitness Academy,000953,"7601 Harrison Ave Cincinnati, OH   45231-3107",2009,77.5,"K,1-8,SN",,,,,Met
,Toledo City,044909,Arlington Elementary School,000968,"707 Woodsdale Ave Toledo, OH   43609-2963",2009,92.8,K-6,,,,,Met
,Arlington Local,047423,Arlington Local Elementary School,000976,"PO Box 260 Arlington, OH   45814-0260",2009,98.4,K-6,,,,,Met
,Arlington Local,047423,Arlington Local High School,000992,"PO Box 260 Arlington, OH   45814-0260",2009,100.5,7-12,,,,,
,Columbus City,043802,Arlington Park Elementary School,001008,"2400 Mock Rd Columbus, OH   43219-5300",2009,77.2,"K-5,P",,,,,Met
,Copley-Fairlawn City,049981,Arrowhead Primary Elementary School,001024,"1600 Raleigh Blvd Copley, OH   44321-2024",2009,106.10000000000001,K-4,,,,,Met
,Xenia Community City,045153,Arrowood Elementary School,001032,"1694 Pawnee Dr Xenia, OH   45385-4126",2009,94.10000000000001,K-5,,,,,Met
,Cleveland Municipal,043786,Artemus Ward @ Halle,001040,"4315 W 140th St Cleveland, OH   44135-2128",2009,72.9,"P,K-8",,,,,Met
,Solon City,046607,Arthur Road Elementary School,001057,"33425 Arthur Rd Solon, OH   44139-4519",2009,108.0,"K-4,P",,,,,Met
,Groveport Madison Local,046979,Asbury Elementary School,001073,"5127 Harbor Blvd Columbus, OH   43232-6263",2009,84.3,K-5,,,,,Met
,Ashland City,043505,Ashland High School,001081,"1440 King Rd Ashland, OH   44805-3635",2009,98.0,9-12,,,,,
,Ashland City,043505,Ashland Middle School,001099,"345 Cottage St Ashland, OH   44805-2123",2009,89.7,7-8,,,,,Met
,Buckeye Valley Local,046755,Buckeye Valley East Elementary School,001107,"PO Box 356 Ashley, OH   43003-0356",2009,88.9,"K-5,P",,,,,Met
,Ashtabula Area City,043513,Lakeside High School,001123,"6600 Sanborn Rd Ashtabula, OH   44004-9552",2009,89.60000000000001,9-12,,,,,
,Teays Valley Local,049098,Ashville Elementary School,001131,"90 Walnut St Ashville, OH   43103-1538",2009,96.0,K-5,,,,,Met
,Athens City,043521,Athens High School,001149,"1 High School Rd The Plains, OH   45780-1148",2009,102.5,9-12,,,,,
,Fremont City,044016,Atkinson Elementary School,001172,"1100 Delaware Ave Fremont, OH   43420-4605",2009,89.9,K-6,,,,,Met
,Seneca East Local,049684,Seneca East Elementary,001180,"PO Box 462 Attica, OH   44807-0462",2009,96.60000000000001,K-6,,,,,Met
,Seneca East Local,049684,Seneca East High School,001198,"PO Box 462 Attica, OH   44807-0462",2009,106.7,9-12,,,,,
,Waterloo Local,049247,Waterloo Elementary School,001206,"1464 Industry Rd Atwater, OH   44201-9349",2009,96.3,K-5,,,,,Met
,Shelby City,044776,Auburn Elementary School,001222,"109 Auburn Ave Shelby, OH   44875-1103",2009,102.8,K-4,,,,,Met
,Kenston Local,047191,Timmons Elementary School,001230,"9595 E Washington St Chagrin Falls, OH   44023-2762",2009,113.10000000000001,1-3,,,,,Met
,Cleveland Municipal,043786,Audubon,001248,"3055 Martin Luther King Jr Dr Cleveland, OH   44104-5069",2009,58.2,K-8,,,,,Not Met
,Paulding Exempted Village,045575,Oakwood Elementary School,001255,"PO Box 37 Oakwood, OH   45873-0037",2009,93.5,K-6,,,,,Met
,Carrollton Exempted Village,045278,Augusta Elementary School,001271,"3117 Aurora Rd NE Carrollton, OH   44615-9739",2009,91.5,K-6,,,,,Met
,Aurora City,049171,Aurora High School,001297,"109 W Pioneer Trl Aurora, OH   44202-9103",2009,111.9,9-12,,,,,
,Geneva Area City,044057,Austinburg Elementary School,001321,"3030 State Route 307 Austinburg, OH   44010-9703",2009,98.60000000000001,"K-6,P",,,,,Met
,Austintown Local,048298,Austintown Middle School,001339,"800 S Raccoon Rd Youngstown, OH   44515-3537",2009,95.60000000000001,6-8,,,,,Met
,Hilliard City,047019,Avery Elementary School,001347,"4388 Avery Rd Hilliard, OH   43026-1007",2009,98.8,K-5,,,,,Met
,Avon Local,048116,Avon High School,001370,"37545 Detroit Rd Avon, OH   44011-2133",2009,111.4,9-12,,,,,
,Avon Lake City,048124,Avon Lake High School,001388,"175 Avon Belden Rd Avon Lake, OH   44012-1600",2009,110.3,9-12,,,,,
,Columbus City,043802,Avondale Elementary School,001396,"141 Hawkes Ave Columbus, OH   43222-1461",2009,85.4,K-5,,,,,Met
,Plain Local,049932,Avondale Elementary School,001404,"3933 Eaton Rd NW Canton, OH   44708-1651",2009,100.5,1-5,,,,,Met
,Ayersville Local,046706,Ayersville Elementary School,001412,"28046 Watson Rd Defiance, OH   43512-8851",2009,102.10000000000001,K-4,,,,,Met
,Ayersville Local,046706,Ayersville High School,001420,"28046 Watson Rd Defiance, OH   43512-8851",2009,106.9,9-12,,,,,
,Edgewood City,046094,Babeck Elementary School,001438,"100 Maple Ave Trenton, OH   45067-1849",2009,94.2,1-5,,,,,Met
,Joseph Badger Local,050179,Badger High School,001446,"7119 State Route 7 Kinsman, OH   44428-9788",2009,104.8,9-12,,,,,
,Paint Valley Local,049510,Paint Valley Middle School,001453,"7454 Us Highway 50 W Bainbridge, OH   45612-9708",2009,89.8,6-8,,,,,Met
,Mathews Local,050153,Baker Elementary School,001461,"4095 Sheridan Dr Vienna, OH   44473-9606",2009,99.10000000000001,3-5,,,,,Met
,Akron City,043489,Barber Elementary School,001537,"366 Beaver St Akron, OH   44306-1271",2009,85.60000000000001,K-5,,,,,Met
,Barberton City,043539,Barberton High School,001545,"555 Barber Rd Barberton, OH   44203-1765",2009,94.5,9-12,,,,,
,Sandusky City,044743,Barker,001552,"2130 Hayes Ave Sandusky, OH   44870-4740",2009,62.5,K-12,,,,,
,Warren Local,050500,Barlow-Vincent Elementary School,001578,"70 Warrior Dr Vincent, OH   45784-5036",2009,94.8,K-8,,,,,Met
,Barnesville Exempted Village,045203,Barnesville Elementary School,001594,"210 W Church St Barnesville, OH   43713-1069",2009,101.2,K-4,,,,,Met
,Barnesville Exempted Village,045203,Barnesville High School,001602,"910 Shamrock Dr Barnesville, OH   43713-9115",2009,95.10000000000001,9-12,,,,,
,Sheffield-Sheffield Lake City,044768,William Barr Elementary School,001628,"2180 Lake Breeze Rd Sheffield Village, OH   44054-2540",2009,97.2,4,,,,,Met
,Upper Arlington City,044933,Barrington Road Elementary School,001644,"1780 Barrington Rd Upper Arlington, OH   43221-3839",2009,108.60000000000001,K-5,,,,,Met
,Westlake City,045062,Bassett Elementary School,001677,"2155 Bassett Rd Westlake, OH   44145-2964",2009,105.5,K-4,,,,,Met
,Batavia Local,046300,Batavia Elementary School,001693,"215 Broadway St Batavia, OH   45103-2803",2009,99.0,K-4,,,,,Met
,Batavia Local,046300,Batavia High School,001701,"1 Bull Dog Pl Batavia, OH   45103-3213",2009,99.4,9-12,,,,,
,Revere Local,050054,Bath Elementary School,001735,"1246 N Cleveland Massillon Rd Akron, OH   44333-2126",2009,103.2,4-5,,,,,Met
,Bath Local,045765,Bath Elementary School,001743,"2501 Slabtown Rd Lima, OH   45801-2200",2009,99.7,K-4,,,,,Met
,Bath Local,045765,Bath High School,001750,"2850 Bible Rd Lima, OH   45801-2242",2009,102.3,9-12,,,,,
,Bath Local,045765,Bath Middle School,001768,"2700 Bible Rd Lima, OH   45801-2244",2009,95.10000000000001,5-8,,,,,Met
,Miamisburg City,044396,Bauer Elementary School,001776,"6951 Springboro Pike Dayton, OH   45449-3609",2009,100.10000000000001,K-5,,,,,Met
,Bay Village City,043547,Bay High School,001792,"29230 Wolf Rd Bay Village, OH   44140-1809",2009,110.0,9-12,,,,,
,Bay Village City,043547,Bay Middle School,001800,"27725 Wolf Rd Bay Village, OH   44140-2026",2009,104.0,5-8,,,,,Met
,Beachwood City,043554,Beachwood High School,001842,"25100 Fairmount Blvd Beachwood, OH   44122-2250",2009,108.3,"9-12,SN",,,,,
,Hilliard City,047019,Beacon Elementary School,001859,"3600 Lacon Rd Hilliard, OH   43026-1223",2009,98.4,K-5,,,,,Met
,Switzerland of Ohio Local,048652,Beallsville Elementary School,001875,"PO Box 262 Beallsville, OH   43716-0262",2009,88.60000000000001,K-6,,,,,Met
,Switzerland of Ohio Local,048652,Beallsville High School,001883,"PO Box 262 Beallsville, OH   43716-0262",2009,90.10000000000001,7-12,,,,,
,Miamisburg City,044396,Bear Elementary School,001891,"545 School St Miamisburg, OH   45342-3049",2009,92.9,K-5,,,,,Met
,Columbus City,043802,Beatty Park Elementary School,001917,"519 Trevitt St Columbus, OH   43203-1100",2009,75.7,K-5,,,,,Not Met
,Columbus City,043802,Columbus Spanish Immersion Elementary School,001925,"2155 Fenton St Columbus, OH   43224-2314",2009,93.0,K-8,,,,,Met
,Beaver Local,046425,Beaver Local Middle School,001933,"13052 State Route 7 Lisbon, OH   44432-9559",2009,92.0,5-8,,,,,Met
,Beaver Local,046425,Beaver Local High School,001958,"13187 State Route 7 Lisbon, OH   44432-9524",2009,97.5,9-12,,,,,
,Beavercreek City,047241,Beavercreek High School,001966,"2660 Dayton Xenia Rd Beavercreek, OH   45434-6416",2009,105.5,9-12,,,,,
,Kettering City,044180,Beavertown Elementary School,001982,"2700 Wilmington Pike Kettering, OH   45419-2141",2009,96.5,K-5,,,,,Met
,North College Hill City,044511,Becker Elementary School,002006,"6525 Simpson Ave Cincinnati, OH   45239-4759",2009,87.4,"H,P,K,1-6",,,,,Met
,Bedford City,043562,Bedford High School,002022,"481 Northfield Rd Bedford, OH   44146-2201",2009,88.5,9-12,,,,,
,Whitehall City,045070,Beechwood Elementary School,002048,"455 Beechwood Rd Whitehall, OH   43213-2313",2009,79.4,K-5,,,,,Met
,Columbus City,043802,Beery Middle School,002071,"2740 Lockbourne Rd Columbus, OH   43207-2628",2009,64.2,6-8,,,,,Met
,Canton City,043711,Belden Elementary School,002097,"2115 Georgetown Rd NE Canton, OH   44704-2257",2009,71.60000000000001,K-6,,,,,Met
,Bellaire City,043570,Bellaire High School,002139,"349 35th St Bellaire, OH   43906-1278",2009,90.10000000000001,9-12,,,,,
,Sugarcreek Local School District,047274,Bellbrook Middle School,002147,"3600 Feedwire Rd Bellbrook, OH   45305-9704",2009,103.0,6-8,,,,,Met
,Sugarcreek Local School District,047274,Bellbrook High School,002154,"3737 Upper Bellbrook Rd Bellbrook, OH   45305-8750",2009,110.7,"9-12,UNG",,,,,
,Washington Court House City,045013,Belle Aire Elementary School,002162,"1120 High St Washington Court Hou, OH   43160-2465",2009,87.10000000000001,1-5,,,,,Met
,Benjamin Logan Local,048074,Benjamin Logan Elementary School,002170,"4560 County Road 26 Bellefontaine, OH   43311-9532",2009,97.8,K-4,,,,,Met
,Dayton City,043844,Belle Haven PreK-8 School,002196,"4401 Free Pike Dayton, OH   45416-1219",2009,69.0,"P,K-8",,,,,Met
,Cleveland Heights-University Heights City,043794,Bellefaire,002212,"22001 Fairmount Blvd University Hts, OH   44118-4819",2009,50.6,K-12,,,,,
,Bellefontaine City,043588,Bellefontaine High School,002220,"555 E Lake Ave Bellefontaine, OH   43311-2509",2009,95.60000000000001,9-12,,,,,
,Bellevue City,043596,Bellevue High School,002246,"200 Oakland Ave Bellevue, OH   44811-1033",2009,98.5,"9-12,SN",,,,,
,Bellevue City,043596,Bellevue Junior High School,002253,"215 North St Bellevue, OH   44811-1431",2009,94.0,"7-8,SN",,,,,Met
,Clear Fork Valley Local,049411,Bellville Elementary School,002279,"195 School St Bellville, OH   44813-1218",2009,96.5,K-5,,,,,Met
,Dayton City,043844,Belmont High School,002303,"2323 Mapleview Ave Dayton, OH   45420-1815",2009,70.0,9-12,,,,,
,West Branch Local,048389,Damascus Elementary,002311,"14405 Pricetown Road Salem, OH   44460",2009,95.0,K-5,,,,,Met
,Belpre City,043604,Belpre High School,002337,"612 3rd St Belpre, OH   45714-2387",2009,88.10000000000001,7-12,,,,,
,Cleveland Heights-University Heights City,043794,Lauree P Gearity Elementary School,002352,"2323 Wrenford Rd University Hts, OH   44118-3902",2009,87.10000000000001,K-5,,,,,Met
,Cleveland Municipal,043786,Benjamin Franklin,002378,"1905 Spring Rd Cleveland, OH   44109-4460",2009,87.60000000000001,"P,K-8",,,,,Met
,Piqua City,044644,Bennett Intermediate Elementary School,002394,"625 S Main St Piqua, OH   45356-3849",2009,86.7,4-6,,,,,Met
,Berea City,043612,Berea High School,002428,"165 E Bagley Rd Berea, OH   44017-2000",2009,99.7,9-12,,,,,
,Berkshire Local,047167,Berkshire High School,002436,"PO Box 365 Burton, OH   44021-0365",2009,97.5,7-12,,,,,
,Western Reserve Local,048397,Western Reserve Middle School,002444,"15904 W Akron Canfield Rd Berlin Center, OH   44401-9786",2009,95.10000000000001,5-8,,,,,Met
,East Holmes Local,047688,Berlin Elementary School,002451,"PO Box 310 Berlin, OH   44610-0310",2009,101.3,K-6,,,,,Met
,Berlin-Milan Local,046789,Berlin Elementary School,002469,"20 Center St Berlin Heights, OH   44814-9603",2009,104.10000000000001,"K-5,P",,,,,Met
,Berlin-Milan Local,046789,Berlin-Milan Middle School,002485,"20 Center St Berlin Heights, OH   44814-9603",2009,99.8,6-8,,,,,Met
